Year,Round,EventName,Driver,DriverNumber,Team,LapNumber,LapTime,Position,TireAge,Compound,Stint,PitInTime,PitOutTime,TrackTemp,AirTemp,Humidity,Pressure,WindDirection,WindSpeed,Rainfall,GapAhead,GapBehind,SafetyCar
2024,1,Bahrain Grand Prix,NOR,4,McLaren,18.0,0 days 00:01:36.508000,6.0,5.0,HARD,2.0,,,23.4,18.1,50.0,1017.2,20,0.4,False,-0.9299999999999999,0.587,0
2024,1,Bahrain Grand Prix,OCO,31,Alpine,18.0,0 days 00:01:38.120000,15.0,8.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,303,0.0,False,0.53,-0.42000000000000004,0
2024,1,Bahrain Grand Prix,PER,11,Red Bull Racing,18.0,0 days 00:01:36.311000,2.0,6.0,HARD,2.0,,,23.4,18.1,50.0,1017.2,20,0.4,False,-21.543,-0.22299999999999998,0
2024,1,Bahrain Grand Prix,PIA,81,McLaren,18.0,0 days 00:01:37.095000,7.0,6.0,HARD,2.0,,,23.4,18.1,50.0,1017.2,20,0.4,False,0.587,-0.245,0
2024,1,Bahrain Grand Prix,RIC,3,RB,18.0,0 days 00:01:37.700000,16.0,5.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,303,0.0,False,-0.42000000000000004,0.516,0
2024,1,Bahrain Grand Prix,RUS,63,Mercedes,18.0,0 days 00:01:37.819000,4.0,7.0,HARD,2.0,,,23.4,18.1,50.0,1017.2,20,0.4,False,1.7309999999999999,-0.381,0
2024,1,Bahrain Grand Prix,SAI,55,Ferrari,18.0,0 days 00:01:36.088000,3.0,4.0,HARD,2.0,,,23.4,18.1,50.0,1017.2,20,0.4,False,-0.22299999999999998,1.7309999999999999,0
2024,1,Bahrain Grand Prix,SAR,2,Williams,18.0,0 days 00:01:38.077000,20.0,8.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.286,,0
2024,1,Bahrain Grand Prix,STR,18,Aston Martin,18.0,0 days 00:01:37.417000,12.0,9.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,303,0.0,False,0.058,0.166,0
2024,1,Bahrain Grand Prix,TSU,22,RB,18.0,0 days 00:01:37.359000,11.0,4.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,303,0.0,False,-0.19299999999999995,0.058,0
2024,1,Bahrain Grand Prix,VER,1,Red Bull Racing,18.0,0 days 00:01:57.854000,1.0,1.0,HARD,2.0,,0 days 01:27:55.379000,23.4,18.1,50.0,1017.2,20,0.4,False,,-21.543,0
2024,1,Bahrain Grand Prix,ZHO,24,Kick Sauber,18.0,0 days 00:01:37.552000,10.0,9.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,303,0.0,False,0.191,-0.19299999999999995,0
2024,1,Bahrain Grand Prix,ALB,23,Williams,19.0,0 days 00:01:37.763000,14.0,4.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,-0.029000000000000026,0.569,0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,19.0,0 days 00:01:37.072000,9.0,4.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.378,0.58,0
2024,1,Bahrain Grand Prix,BOT,77,Kick Sauber,19.0,0 days 00:01:37.662000,18.0,7.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,-0.19999999999999996,0.04,0
2024,1,Bahrain Grand Prix,GAS,10,Alpine,19.0,0 days 00:01:37.702000,19.0,7.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.04,0.04,0
2024,1,Bahrain Grand Prix,HAM,44,Mercedes,19.0,0 days 00:01:36.694000,8.0,7.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.117,0.378,0
2024,1,Bahrain Grand Prix,HUL,27,Haas F1 Team,19.0,0 days 00:01:37.862000,17.0,18.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,-0.488,-0.19999999999999996,0
2024,1,Bahrain Grand Prix,LEC,16,Ferrari,19.0,0 days 00:01:36.821000,5.0,8.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,-0.41200000000000003,-0.405,0
2024,1,Bahrain Grand Prix,MAG,20,Haas F1 Team,19.0,0 days 00:01:37.792000,13.0,8.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.238,-0.029000000000000026,0
2024,1,Bahrain Grand Prix,NOR,4,McLaren,19.0,0 days 00:01:36.416000,6.0,6.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,-0.405,0.161,0
2024,1,Bahrain Grand Prix,OCO,31,Alpine,19.0,0 days 00:01:38.332000,15.0,9.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.569,0.018,0
2024,1,Bahrain Grand Prix,PER,11,Red Bull Racing,19.0,0 days 00:01:36.038000,2.0,7.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.755,0.198,0
2024,1,Bahrain Grand Prix,PIA,81,McLaren,19.0,0 days 00:01:36.577000,7.0,7.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.161,0.117,0
2024,1,Bahrain Grand Prix,RIC,3,RB,19.0,0 days 00:01:38.350000,16.0,6.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.018,-0.488,0
2024,1,Bahrain Grand Prix,RUS,63,Mercedes,19.0,0 days 00:01:37.233000,4.0,8.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.997,-0.41200000000000003,0
2024,1,Bahrain Grand Prix,SAI,55,Ferrari,19.0,0 days 00:01:36.236000,3.0,5.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.198,0.997,0
2024,1,Bahrain Grand Prix,SAR,2,Williams,19.0,0 days 00:01:37.742000,20.0,9.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,0.04,,0
2024,1,Bahrain Grand Prix,STR,18,Aston Martin,19.0,0 days 00:01:37.554000,12.0,10.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.158,0.238,0
2024,1,Bahrain Grand Prix,TSU,22,RB,19.0,0 days 00:01:37.396000,11.0,5.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,-0.256,0.158,0
2024,1,Bahrain Grand Prix,VER,1,Red Bull Racing,19.0,0 days 00:01:35.283000,1.0,2.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,,0.755,0
2024,1,Bahrain Grand Prix,ZHO,24,Kick Sauber,19.0,0 days 00:01:37.652000,10.0,10.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,71,0.5,False,0.58,-0.256,0
2024,1,Bahrain Grand Prix,ALB,23,Williams,20.0,0 days 00:01:37.701000,14.0,5.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,-0.361,0.484,0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,20.0,0 days 00:01:37.357000,9.0,5.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,1.093,0.392,0
2024,1,Bahrain Grand Prix,BOT,77,Kick Sauber,20.0,0 days 00:01:38.285000,17.0,8.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,0.42,-0.249,0
2024,1,Bahrain Grand Prix,GAS,10,Alpine,20.0,0 days 00:01:38.036000,18.0,8.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,-0.249,2.762,0
2024,1,Bahrain Grand Prix,HAM,44,Mercedes,20.0,0 days 00:01:36.264000,8.0,8.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,-0.38,1.093,0
2024,1,Bahrain Grand Prix,HUL,27,Haas F1 Team,20.0,0 days 00:01:40.798000,19.0,19.0,HARD,2.0,0 days 01:33:26.755000,,23.2,18.1,50.0,1017.1,27,0.7,False,2.762,-2.978,0
2024,1,Bahrain Grand Prix,LEC,16,Ferrari,20.0,0 days 00:01:36.794000,5.0,9.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,0.062,-0.29300000000000004,0
2024,1,Bahrain Grand Prix,MAG,20,Haas F1 Team,20.0,0 days 00:01:38.062000,13.0,9.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,0.203,-0.361,0
2024,1,Bahrain Grand Prix,NOR,4,McLaren,20.0,0 days 00:01:36.501000,6.0,7.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,-0.29300000000000004,0.143,0
2024,1,Bahrain Grand Prix,OCO,31,Alpine,20.0,0 days 00:01:38.185000,15.0,10.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,0.484,-0.31999999999999995,0
2024,1,Bahrain Grand Prix,PER,11,Red Bull Racing,20.0,0 days 00:01:36.278000,2.0,8.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,47,0.6,False,1.1179999999999999,-0.244,0
2024,1,Bahrain Grand Prix,PIA,81,McLaren,20.0,0 days 00:01:36.644000,7.0,8.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,0.143,-0.38,0
2024,1,Bahrain Grand Prix,RIC,3,RB,20.0,0 days 00:01:37.865000,16.0,7.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,-0.31999999999999995,0.42,0
2024,1,Bahrain Grand Prix,RUS,63,Mercedes,20.0,0 days 00:01:36.732000,4.0,9.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,0.698,0.062,0
2024,1,Bahrain Grand Prix,SAI,55,Ferrari,20.0,0 days 00:01:36.034000,3.0,6.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,47,0.6,False,-0.244,0.698,0
2024,1,Bahrain Grand Prix,SAR,2,Williams,20.0,0 days 00:01:37.820000,20.0,10.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,-2.978,,0
2024,1,Bahrain Grand Prix,STR,18,Aston Martin,20.0,0 days 00:01:37.859000,12.0,11.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,0.093,0.203,0
2024,1,Bahrain Grand Prix,TSU,22,RB,20.0,0 days 00:01:37.766000,11.0,6.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,0.017,0.093,0
2024,1,Bahrain Grand Prix,VER,1,Red Bull Racing,20.0,0 days 00:01:35.160000,1.0,3.0,HARD,2.0,,,23.3,18.1,50.0,1017.1,47,0.6,False,,1.1179999999999999,0
2024,1,Bahrain Grand Prix,ZHO,24,Kick Sauber,20.0,0 days 00:01:37.749000,10.0,11.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,27,0.7,False,0.392,0.017,0
2024,1,Bahrain Grand Prix,ALB,23,Williams,21.0,0 days 00:01:37.918000,14.0,6.0,HARD,2.0,,,23.1,18.1,50.0,1017.1,94,0.7,False,-0.09199999999999997,-0.526,0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,21.0,0 days 00:01:37.342000,9.0,6.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,0.832,0.605,0
2024,1,Bahrain Grand Prix,BOT,77,Kick Sauber,21.0,0 days 00:01:37.730000,17.0,9.0,HARD,2.0,,,23.1,18.1,50.0,1017.1,94,0.7,False,-1.633,0.364,0
2024,1,Bahrain Grand Prix,GAS,10,Alpine,21.0,0 days 00:01:38.094000,18.0,9.0,HARD,2.0,,,23.1,18.1,50.0,1017.1,94,0.7,False,0.364,20.605,0
2024,1,Bahrain Grand Prix,HAM,44,Mercedes,21.0,0 days 00:01:36.510000,8.0,9.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,-0.22299999999999998,0.832,0
2024,1,Bahrain Grand Prix,HUL,27,Haas F1 Team,21.0,0 days 00:01:58.699000,19.0,1.0,HARD,3.0,,0 days 01:33:51.368000,23.1,18.1,50.0,1017.1,94,0.7,False,20.605,-20.69,0
2024,1,Bahrain Grand Prix,LEC,16,Ferrari,21.0,0 days 00:01:36.977000,5.0,10.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,0.208,-0.357,0
2024,1,Bahrain Grand Prix,MAG,20,Haas F1 Team,21.0,0 days 00:01:38.010000,13.0,10.0,HARD,2.0,,,23.1,18.1,50.0,1017.1,94,0.7,False,-0.01200000000000001,-0.09199999999999997,0
2024,1,Bahrain Grand Prix,NOR,4,McLaren,21.0,0 days 00:01:36.620000,6.0,8.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,-0.357,0.113,0
2024,1,Bahrain Grand Prix,OCO,31,Alpine,21.0,0 days 00:01:39.363000,16.0,11.0,HARD,2.0,,,23.1,18.1,50.0,1017.1,94,0.7,False,1.971,-1.633,0
2024,1,Bahrain Grand Prix,PER,11,Red Bull Racing,21.0,0 days 00:01:36.165000,2.0,9.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,0.849,-0.061000000000000054,0
2024,1,Bahrain Grand Prix,PIA,81,McLaren,21.0,0 days 00:01:36.733000,7.0,9.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,0.113,-0.22299999999999998,0
2024,1,Bahrain Grand Prix,RIC,3,RB,21.0,0 days 00:01:37.392000,15.0,8.0,HARD,2.0,,,23.1,18.1,50.0,1017.1,94,0.7,False,-0.526,1.971,0
2024,1,Bahrain Grand Prix,RUS,63,Mercedes,21.0,0 days 00:01:36.769000,4.0,10.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,0.665,0.208,0
2024,1,Bahrain Grand Prix,SAI,55,Ferrari,21.0,0 days 00:01:36.104000,3.0,7.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,-0.061000000000000054,0.665,0
2024,1,Bahrain Grand Prix,SAR,2,Williams,21.0,0 days 00:01:38.009000,20.0,11.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-20.69,,0
2024,1,Bahrain Grand Prix,STR,18,Aston Martin,21.0,0 days 00:01:38.022000,12.0,12.0,HARD,2.0,,,23.1,18.1,50.0,1017.1,94,0.7,False,0.245,-0.01200000000000001,0
2024,1,Bahrain Grand Prix,TSU,22,RB,21.0,0 days 00:01:37.777000,11.0,7.0,HARD,2.0,,,23.1,18.1,50.0,1017.1,94,0.7,False,-0.17000000000000004,0.245,0
2024,1,Bahrain Grand Prix,VER,1,Red Bull Racing,21.0,0 days 00:01:35.316000,1.0,4.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,,0.849,0
2024,1,Bahrain Grand Prix,ZHO,24,Kick Sauber,21.0,0 days 00:01:37.947000,10.0,12.0,HARD,2.0,,,23.1,18.1,50.0,1017.2,65,0.5,False,0.605,-0.17000000000000004,0
2024,1,Bahrain Grand Prix,ALB,23,Williams,22.0,0 days 00:01:38.031000,14.0,7.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-0.11599999999999999,-0.281,0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,22.0,0 days 00:01:37.122000,9.0,7.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,0.489,0.73,0
2024,1,Bahrain Grand Prix,BOT,77,Kick Sauber,22.0,0 days 00:01:37.998000,17.0,10.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-0.657,-0.13,0
2024,1,Bahrain Grand Prix,GAS,10,Alpine,22.0,0 days 00:01:37.868000,18.0,10.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-0.13,-1.01,0
2024,1,Bahrain Grand Prix,HAM,44,Mercedes,22.0,0 days 00:01:36.633000,8.0,10.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,0.078,0.489,0
2024,1,Bahrain Grand Prix,HUL,27,Haas F1 Team,22.0,0 days 00:01:36.858000,19.0,2.0,HARD,3.0,,,23.2,18.1,50.0,1017.1,71,0.9,False,-1.01,0.87,0
2024,1,Bahrain Grand Prix,LEC,16,Ferrari,22.0,0 days 00:01:36.796000,5.0,11.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-0.19599999999999995,-0.128,0
2024,1,Bahrain Grand Prix,MAG,20,Haas F1 Team,22.0,0 days 00:01:38.147000,13.0,11.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-0.028000000000000025,-0.11599999999999999,0
2024,1,Bahrain Grand Prix,NOR,4,McLaren,22.0,0 days 00:01:36.668000,6.0,9.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-0.128,-0.11299999999999999,0
2024,1,Bahrain Grand Prix,OCO,31,Alpine,22.0,0 days 00:01:38.655000,16.0,12.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,0.905,-0.657,0
2024,1,Bahrain Grand Prix,PER,11,Red Bull Racing,22.0,0 days 00:01:36.037000,2.0,10.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,0.833,-0.029000000000000026,0
2024,1,Bahrain Grand Prix,PIA,81,McLaren,22.0,0 days 00:01:36.555000,7.0,10.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-0.11299999999999999,0.078,0
2024,1,Bahrain Grand Prix,RIC,3,RB,22.0,0 days 00:01:37.750000,15.0,9.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-0.281,0.905,0
2024,1,Bahrain Grand Prix,RUS,63,Mercedes,22.0,0 days 00:01:36.992000,4.0,11.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,0.984,-0.19599999999999995,0
2024,1,Bahrain Grand Prix,SAI,55,Ferrari,22.0,0 days 00:01:36.008000,3.0,8.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-0.029000000000000026,0.984,0
2024,1,Bahrain Grand Prix,SAR,2,Williams,22.0,0 days 00:01:37.728000,20.0,12.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,0.87,,0
2024,1,Bahrain Grand Prix,STR,18,Aston Martin,22.0,0 days 00:01:38.175000,12.0,13.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,0.338,-0.028000000000000025,0
2024,1,Bahrain Grand Prix,TSU,22,RB,22.0,0 days 00:01:37.837000,11.0,8.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,-0.015000000000000013,0.338,0
2024,1,Bahrain Grand Prix,VER,1,Red Bull Racing,22.0,0 days 00:01:35.204000,1.0,5.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,,0.833,0
2024,1,Bahrain Grand Prix,ZHO,24,Kick Sauber,22.0,0 days 00:01:37.852000,10.0,13.0,HARD,2.0,,,23.2,18.1,50.0,1017.2,37,0.5,False,0.73,-0.015000000000000013,0
2024,1,Bahrain Grand Prix,ALB,23,Williams,23.0,0 days 00:01:37.869000,14.0,8.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,-0.42400000000000004,-0.09699999999999998,0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,23.0,0 days 00:01:37.265000,9.0,8.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,0.548,0.523,0
2024,1,Bahrain Grand Prix,BOT,77,Kick Sauber,23.0,0 days 00:01:38.180000,17.0,11.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,-0.22699999999999998,-0.07599999999999996,0
2024,1,Bahrain Grand Prix,GAS,10,Alpine,23.0,0 days 00:01:38.104000,18.0,11.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,-0.07599999999999996,-1.379,0
2024,1,Bahrain Grand Prix,HAM,44,Mercedes,23.0,0 days 00:01:36.717000,8.0,11.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,0.037,0.548,0
2024,1,Bahrain Grand Prix,HUL,27,Haas F1 Team,23.0,0 days 00:01:36.725000,19.0,3.0,HARD,3.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,-1.379,0.896,0
2024,1,Bahrain Grand Prix,LEC,16,Ferrari,23.0,0 days 00:01:36.987000,5.0,12.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,71,0.9,False,0.033,-0.29100000000000004,0
2024,1,Bahrain Grand Prix,MAG,20,Haas F1 Team,23.0,0 days 00:01:38.293000,13.0,12.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,0.467,-0.42400000000000004,0
2024,1,Bahrain Grand Prix,NOR,4,McLaren,23.0,0 days 00:01:36.696000,6.0,10.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,71,0.9,False,-0.29100000000000004,-0.016000000000000014,0
2024,1,Bahrain Grand Prix,OCO,31,Alpine,23.0,0 days 00:01:38.407000,16.0,13.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,0.635,-0.22699999999999998,0
2024,1,Bahrain Grand Prix,PER,11,Red Bull Racing,23.0,0 days 00:01:36.249000,2.0,11.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,71,0.9,False,1.033,-0.09999999999999998,0
2024,1,Bahrain Grand Prix,PIA,81,McLaren,23.0,0 days 00:01:36.680000,7.0,11.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,71,0.9,False,-0.016000000000000014,0.037,0
2024,1,Bahrain Grand Prix,RIC,3,RB,23.0,0 days 00:01:37.772000,15.0,10.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,-0.09699999999999998,0.635,0
2024,1,Bahrain Grand Prix,RUS,63,Mercedes,23.0,0 days 00:01:36.954000,4.0,12.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,71,0.9,False,0.805,0.033,0
2024,1,Bahrain Grand Prix,SAI,55,Ferrari,23.0,0 days 00:01:36.149000,3.0,9.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,71,0.9,False,-0.09999999999999998,0.805,0
2024,1,Bahrain Grand Prix,SAR,2,Williams,23.0,0 days 00:01:37.621000,20.0,13.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,0.896,,0
2024,1,Bahrain Grand Prix,STR,18,Aston Martin,23.0,0 days 00:01:37.826000,12.0,14.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,0.155,0.467,0
2024,1,Bahrain Grand Prix,TSU,22,RB,23.0,0 days 00:01:37.671000,11.0,9.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,-0.11699999999999999,0.155,0
2024,1,Bahrain Grand Prix,VER,1,Red Bull Racing,23.0,0 days 00:01:35.216000,1.0,6.0,HARD,2.0,,,23.2,18.1,50.0,1017.1,71,0.9,False,,1.033,0
2024,1,Bahrain Grand Prix,ZHO,24,Kick Sauber,23.0,0 days 00:01:37.788000,10.0,14.0,HARD,2.0,,,23.0,18.1,50.0,1017.1,338,0.8,False,0.523,-0.11699999999999999,0
2024,1,Bahrain Grand Prix,ALB,23,Williams,24.0,0 days 00:01:38.204000,14.0,9.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,0.048,-0.43799999999999994,0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,24.0,0 days 00:01:37.046000,9.0,9.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,0.38,0.848,0
2024,1,Bahrain Grand Prix,BOT,77,Kick Sauber,24.0,0 days 00:01:38.146000,17.0,12.0,HARD,2.0,,,23.0,18.1,49.0,1017.2,46,0.9,False,-0.274,0.046,0
2024,1,Bahrain Grand Prix,GAS,10,Alpine,24.0,0 days 00:01:38.192000,18.0,12.0,HARD,2.0,,,23.0,18.1,49.0,1017.2,46,0.9,False,0.046,-1.566,0
2024,1,Bahrain Grand Prix,HAM,44,Mercedes,24.0,0 days 00:01:36.666000,8.0,12.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,-0.21799999999999997,0.38,0
2024,1,Bahrain Grand Prix,HUL,27,Haas F1 Team,24.0,0 days 00:01:36.626000,19.0,4.0,HARD,3.0,,,23.0,18.1,49.0,1017.2,46,0.9,False,-1.566,2.811,0
2024,1,Bahrain Grand Prix,LEC,16,Ferrari,24.0,0 days 00:01:36.924000,5.0,13.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,0.188,-0.10099999999999998,0
2024,1,Bahrain Grand Prix,MAG,20,Haas F1 Team,24.0,0 days 00:01:38.156000,13.0,13.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,0.018,0.048,0
2024,1,Bahrain Grand Prix,NOR,4,McLaren,24.0,0 days 00:01:36.823000,6.0,11.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,-0.10099999999999998,0.061,0
2024,1,Bahrain Grand Prix,OCO,31,Alpine,24.0,0 days 00:01:38.420000,16.0,14.0,HARD,2.0,,,23.0,18.1,49.0,1017.2,46,0.9,False,0.654,-0.274,0
2024,1,Bahrain Grand Prix,PER,11,Red Bull Racing,24.0,0 days 00:01:36.211000,2.0,12.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,0.922,-0.01100000000000001,0
2024,1,Bahrain Grand Prix,PIA,81,McLaren,24.0,0 days 00:01:36.884000,7.0,12.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,0.061,-0.21799999999999997,0
2024,1,Bahrain Grand Prix,RIC,3,RB,24.0,0 days 00:01:37.766000,15.0,11.0,HARD,2.0,,,23.0,18.1,49.0,1017.2,46,0.9,False,-0.43799999999999994,0.654,0
2024,1,Bahrain Grand Prix,RUS,63,Mercedes,24.0,0 days 00:01:36.736000,4.0,13.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,0.536,0.188,0
2024,1,Bahrain Grand Prix,SAI,55,Ferrari,24.0,0 days 00:01:36.200000,3.0,10.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,-0.01100000000000001,0.536,0
2024,1,Bahrain Grand Prix,SAR,2,Williams,24.0,0 days 00:01:39.437000,20.0,14.0,HARD,2.0,,,23.0,18.1,49.0,1017.1,47,0.7,False,2.811,,0
2024,1,Bahrain Grand Prix,STR,18,Aston Martin,24.0,0 days 00:01:38.138000,12.0,15.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,0.504,0.018,0
2024,1,Bahrain Grand Prix,TSU,22,RB,24.0,0 days 00:01:37.634000,11.0,10.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,-0.26,0.504,0
2024,1,Bahrain Grand Prix,VER,1,Red Bull Racing,24.0,0 days 00:01:35.289000,1.0,7.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,,0.922,0
2024,1,Bahrain Grand Prix,ZHO,24,Kick Sauber,24.0,0 days 00:01:37.894000,10.0,15.0,HARD,2.0,,,23.0,18.1,50.0,1017.2,25,0.3,False,0.848,-0.26,0
2024,1,Bahrain Grand Prix,ALB,23,Williams,25.0,0 days 00:01:38.226000,14.0,10.0,HARD,2.0,,,23.0,18.1,49.0,1017.1,47,0.7,False,-0.06399999999999995,-0.253,0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,25.0,0 days 00:01:37.179000,9.0,10.0,HARD,2.0,,,23.0,18.1,49.0,1017.1,47,0.7,False,0.26,0.704,0
2024,1,Bahrain Grand Prix,BOT,77,Kick Sauber,25.0,0 days 00:01:38.262000,17.0,13.0,HARD,2.0,,,23.0,18.1,49.0,1017.1,47,0.7,False,-0.23199999999999998,-0.10199999999999998,0
